Date: 2025-04-02 13-14-17 UTC
Total active proxies: 483
 flag  country         city                socks5        ipv4             ipv6                                  speed  multihop  owned  provider       stboot  hostname      
 🇺🇸    USA             Chicago, IL         10.124.1.203  87.249.134.27    2a02:6ea0:c61f:2::f001                10     3457      ❌     DataPacket     ✔️      us-chi-wg-203 
 🇺🇸    USA             Chicago, IL         10.124.1.87   68.235.46.2      2607:9000:0:101::f001                 10     3341      ❌     Tzulo          ✔️      us-chi-wg-301 
 🇺🇸    USA             Chicago, IL         10.124.1.88   68.235.46.33     2607:9000:0:102::f001                 10     3342      ❌     Tzulo          ✔️      us-chi-wg-302 
 🇺🇸    USA             Chicago, IL         10.124.1.89   68.235.46.64     2607:9000:0:103::f001                 10     3343      ❌     Tzulo          ✔️      us-chi-wg-303 
 🇺🇸    USA             Chicago, IL         10.124.1.90   68.235.46.95     2607:9000:0:104::f001                 10     3344      ❌     Tzulo          ✔️      us-chi-wg-304 
 🇺🇸    USA             Chicago, IL         10.124.1.92   68.235.46.126    2607:9000:0:105::f001                 10     3346      ❌     Tzulo          ✔️      us-chi-wg-305 
 🇺🇸    USA             Chicago, IL         10.124.1.93   68.235.46.157    2607:9000:0:106::f001                 10     3347      ❌     Tzulo          ✔️      us-chi-wg-306 
 🇺🇸    USA             Chicago, IL         10.124.1.94   68.235.46.188    2607:9000:0:107::f001                 10     3348      ❌     Tzulo          ✔️      us-chi-wg-307 
 🇺🇸    USA             Chicago, IL         10.124.1.95   68.235.46.209    2607:9000:0:108::f001                 10     3349      ❌     Tzulo          ✔️      us-chi-wg-308 
 🇺🇸    USA             Dallas, TX          10.124.0.27   146.70.211.66    2001:ac8:9a:76::1f                    10     3027      ❌     M247           ✔️      us-dal-wg-001 
 🇺🇸    USA             Dallas, TX          10.124.0.43   146.70.211.2     2001:ac8:9a:75::2f                    10     3043      ❌     M247           ✔️      us-dal-wg-002 
 🇺🇸    USA             Dallas, TX          10.124.0.44   146.70.211.130   2001:ac8:9a:78::3f                    10     3044      ❌     M247           ✔️      us-dal-wg-003 
 🇺🇸    USA             Dallas, TX          10.124.0.171  96.44.191.130    2607:fcd0:da80:1803::b35f             10     3171      ❌     Quadranet      ✔️      us-dal-wg-301 
 🇺🇸    USA             Dallas, TX          10.124.0.193  96.44.191.146    2607:fcd0:da80:1804::f001             10     3193      ❌     Quadranet      ✔️      us-dal-wg-302 
 🇺🇸    USA             Dallas, TX          10.124.1.175  96.44.189.98     2607:fcd0:da80:1801::c40f             10     3429      ❌     Quadranet      ✔️      us-dal-wg-303 
 🇺🇸    USA             Dallas, TX          10.124.1.226  37.19.200.156    2a02:6ea0:d20c:3::b72f                10     3480      ❌     DataPacket     ✔️      us-dal-wg-401 
 🇺🇸    USA             Dallas, TX          10.124.1.225  37.19.200.143    2a02:6ea0:d20c:2::b71f                10     3479      ❌     DataPacket     ✔️      us-dal-wg-402 
 🇺🇸    USA             Dallas, TX          10.124.1.224  37.19.200.130    2a02:6ea0:d20c:1::f001                10     3478      ❌     DataPacket     ✔️      us-dal-wg-403 
 🇺🇸    USA             Dallas, TX          10.124.0.88   206.217.206.47   2606:2e00:8007:a:ae1f:6bff:fef5:7b21  10     3088      ❌     100TB          ✔️      us-dal-wg-502 
 🇺🇸    USA             Dallas, TX          10.124.1.9    206.217.206.67   2606:2e00:8007:a:ae1f:6bff:fef5:7beb  10     3263      ❌     100TB          ✔️      us-dal-wg-503 
 🇺🇸    USA             Dallas, TX          10.124.1.10   206.217.206.87   2606:2e00:8007:a:ae1f:6bff:fef5:7b1b  10     3264      ❌     100TB          ✔️      us-dal-wg-504 
 🇺🇸    USA             Dallas, TX          10.124.1.11   206.217.206.107  2606:2e00:8007:a:ae1f:6bff:fef5:7983  10     3265      ❌     100TB          ✔️      us-dal-wg-505 
 🇺🇸    USA             Dallas, TX          10.124.1.85   206.217.206.4    2606:2e00:8007:a:ae1f:6bff:fef5:7b8d  10     3339      ❌     100TB          ✔️      us-dal-wg-506 
 🇺🇸    USA             Dallas, TX          10.124.1.86   206.217.206.16   2606:2e00:8007:a:ae1f:6bff:fef5:7b27  10     3340      ❌     100TB          ✔️      us-dal-wg-507 
 🇺🇸    USA             Denver, CO          10.124.1.196  37.19.210.1      2a02:6ea0:d70a::b57f                  10     3450      ❌     DataPacket     ✔️      us-den-wg-101 
 🇺🇸    USA             Denver, CO          10.124.1.197  37.19.210.14     2a02:6ea0:d70a:1::b58f                10     3451      ❌     DataPacket     ✔️      us-den-wg-102 
 🇺🇸    USA             Denver, CO          10.124.1.198  37.19.210.27     2a02:6ea0:d70a:2::b59f                10     3452      ❌     DataPacket     ✔️      us-den-wg-103 
 🇺🇸    USA             Denver, CO          10.124.0.147  23.234.68.2      2607:9000:2000:41::f001               10     3147      ❌     Tzulo          ✔️      us-den-wg-201 
 🇺🇸    USA             Denver, CO          10.124.0.148  23.234.68.127    2607:9000:2000:42::f001               10     3148      ❌     Tzulo          ✔️      us-den-wg-202 
 🇺🇸    USA             Denver, CO          10.124.0.149  23.234.69.2      2607:9000:2000:43::f001               10     3149      ❌     Tzulo          ✔️      us-den-wg-203 
 🇺🇸    USA             Denver, CO          10.124.0.150  23.234.69.127    2607:9000:2000:44::f001               10     3150      ❌     Tzulo          ✔️      us-den-wg-204 
 🇺🇸    USA             Denver, CO          10.124.0.151  23.234.70.2      2607:9000:2000:45::f001               10     3151      ❌     Tzulo          ✔️      us-den-wg-205 
 🇺🇸    USA             Denver, CO          10.124.1.36   23.234.70.127    2607:9000:2000:46::f001               10     3290      ❌     Tzulo          ✔️      us-den-wg-206 
 🇺🇸    USA             Denver, CO          10.124.1.37   23.234.71.2      2607:9000:2000:47::f001               10     3291      ❌     Tzulo          ✔️      us-den-wg-207 
 🇺🇸    USA             Denver, CO          10.124.1.38   23.234.71.127    2607:9000:2000:48::f001               10     3292      ❌     Tzulo          ✔️      us-den-wg-208 
 🇺🇸    USA             Detroit, MI         10.124.0.16   185.141.119.131  2a06:3040:11:610::f001                10     3016      ❌     HostRoyale     ✔️      us-det-wg-001 
 🇺🇸    USA             Detroit, MI         10.124.0.23   185.141.119.161  2a06:3040:11:610::f101                10     3023      ❌     HostRoyale     ✔️      us-det-wg-002 
 🇺🇸    USA             Houston, TX         10.124.1.205  37.19.221.130    2a02:6ea0:e001::f001                  10     3459      ❌     DataPacket     ✔️      us-hou-wg-001 
 🇺🇸    USA             Houston, TX         10.124.1.193  37.19.221.143    2a02:6ea0:e001:1::f001                10     3447      ❌     DataPacket     ✔️      us-hou-wg-002 
 🇺🇸    USA             Houston, TX         10.124.1.194  37.19.221.156    2a02:6ea0:e001:2::b55f                10     3448      ❌     DataPacket     ✔️      us-hou-wg-003 
 🇺🇸    USA             Houston, TX         10.124.1.195  37.19.221.169    2a02:6ea0:e001:3::b56f                10     3449      ❌     DataPacket     ✔️      us-hou-wg-004 
 🇺🇸    USA             Los Angeles, CA     10.124.0.180  198.44.129.98    2607:9000:3000:15::a49f               10     3180      ❌     Tzulo          ✔️      us-lax-wg-101 
 🇺🇸    USA             Los Angeles, CA     10.124.0.181  198.44.129.66    2607:9000:3000:14::a50f               10     3181      ❌     Tzulo          ✔️      us-lax-wg-102 
 🇺🇸    USA             Los Angeles, CA     10.124.0.182  198.44.129.34    2607:9000:3000:13::a51f               10     3182      ❌     Tzulo          ✔️      us-lax-wg-103 
 🇺🇸    USA             Los Angeles, CA     10.124.0.83   169.150.203.2    2a02:6ea0:c859:1::a01f                10     3083      ❌     DataPacket     ✔️      us-lax-wg-201 
 🇺🇸    USA             Los Angeles, CA     10.124.2.29   169.150.203.15   2a02:6ea0:c859:2::a02f                10     3537      ❌     DataPacket     ✔️      us-lax-wg-202 
 🇺🇸    USA             Los Angeles, CA     10.124.2.30   169.150.203.28   2a02:6ea0:c859:3::a03f                10     3538      ❌     DataPacket     ✔️      us-lax-wg-203 
 🇺🇸    USA             Los Angeles, CA     10.124.1.49   146.70.173.66    2a0d:5600:8:6::d2f                    10     3303      ❌     M247           ✔️      us-lax-wg-402 
 🇺🇸    USA             Los Angeles, CA     10.124.1.50   146.70.173.130   2a0d:5600:8:d::d3f                    10     3304      ❌     M247           ✔️      us-lax-wg-403 
 🇺🇸    USA             Los Angeles, CA     10.124.1.51   146.70.173.194   2a0d:5600:8:2f::f001                  10     3305      ❌     M247           ✔️      us-lax-wg-404 
 🇺🇸    USA             Los Angeles, CA     10.124.1.52   146.70.172.2     2a0d:5600:8:37::f001                  10     3306      ❌     M247           ✔️      us-lax-wg-405 
 🇺🇸    USA             Los Angeles, CA     10.124.0.236  146.70.174.2     2a0d:5600:8:3b::f001                  10     3236      ❌     M247           ✔️      us-lax-wg-406 
 🇺🇸    USA             Los Angeles, CA     10.124.1.123  146.70.172.66    2a0d:5600:8:38::f001                  10     3377      ❌     M247           ✔️      us-lax-wg-407 
 🇺🇸    USA             Los Angeles, CA     10.124.1.124  146.70.172.130   2a0d:5600:8:39::f001                  10     3378      ❌     M247           ✔️      us-lax-wg-408 
 🇺🇸    USA             Los Angeles, CA     10.124.1.125  146.70.172.194   2a0d:5600:8:3a::f001                  10     3379      ❌     M247           ✔️      us-lax-wg-409 
 🇺🇸    USA             Miami, FL           10.124.1.204  45.134.142.219   2a02:6ea0:cc1f:2::b62f                10     3458      ❌     DataPacket     ✔️      us-mia-wg-001 
 🇺🇸    USA             Miami, FL           10.124.1.200  45.134.142.206   2a02:6ea0:cc1f:1::b61f                10     3454      ❌     DataPacket     ✔️      us-mia-wg-002 
 🇺🇸    USA             Miami, FL           10.124.1.199  45.134.142.193   2a02:6ea0:cc1f::f001                  10     3453      ❌     DataPacket     ✔️      us-mia-wg-003 
 🇺🇸    USA             Miami, FL           10.124.0.14   146.70.187.2     2a0d:5600:6:104::a01f                 10     3014      ❌     M247           ✔️      us-mia-wg-101 
 🇺🇸    USA             Miami, FL           10.124.0.82   146.70.187.66    2a0d:5600:6:105::f001                 10     3082      ❌     M247           ✔️      us-mia-wg-102 
 🇺🇸    USA             Miami, FL           10.124.0.89   146.70.187.130   2a0d:5600:6:106::f001                 10     3089      ❌     M247           ✔️      us-mia-wg-103 
 🇺🇸    USA             Miami, FL           10.124.0.157  173.44.63.66     2607:ff48:aa81:2602::b25f             10     3157      ❌     Quadranet      ✔️      us-mia-wg-301 
 🇺🇸    USA             Miami, FL           10.124.0.153  104.129.41.194   2607:ff48:aa81:2603::b26f             10     3153      ❌     Quadranet      ✔️      us-mia-wg-302 
 🇺🇸    USA             New York, NY        10.124.1.190  143.244.47.65    2a02:6ea0:c43f::f001                  10     3444      ❌     DataPacket     ✔️      us-nyc-wg-301 
 🇺🇸    USA             New York, NY        10.124.1.191  143.244.47.78    2a02:6ea0:c43f:1::f001                10     3445      ❌     DataPacket     ✔️      us-nyc-wg-302 
 🇺🇸    USA             New York, NY        10.124.1.192  143.244.47.91    2a02:6ea0:c43f:2::b52f                10     3446      ❌     DataPacket     ✔️      us-nyc-wg-303 
 🇺🇸    USA             New York, NY        10.124.1.230  198.44.136.34    2607:9000:a000:12::f001               10     3484      ❌     Tzulo          ✔️      us-nyc-wg-401 
 🇺🇸    USA             New York, NY        10.124.1.231  198.44.136.66    2607:9000:a000:13::f001               10     3485      ❌     Tzulo          ✔️      us-nyc-wg-402 
 🇺🇸    USA             New York, NY        10.124.1.232  198.44.136.98    2607:9000:a000:14::f001               10     3486      ❌     Tzulo          ✔️      us-nyc-wg-403 
 🇺🇸    USA             New York, NY        10.124.0.210  198.44.136.194   2607:9000:a000:17::f001               10     3210      ❌     Tzulo          ✔️      us-nyc-wg-404 
 🇺🇸    USA             New York, NY        10.124.0.103  198.44.136.130   2607:9000:a000:15::f001               10     3103      ❌     Tzulo          ✔️      us-nyc-wg-405 
 🇺🇸    USA             New York, NY        10.124.0.104  198.44.136.162   2607:9000:a000:16::f001               10     3104      ❌     Tzulo          ✔️      us-nyc-wg-406 
 🇺🇸    USA             New York, NY        10.124.0.72   146.70.165.2     2a0d:5600:24:2b6::f001                10     3072      ❌     M247           ✔️      us-nyc-wg-501 
 🇺🇸    USA             New York, NY        10.124.0.75   146.70.165.130   2a0d:5600:24:2b8::f001                10     3075      ❌     M247           ✔️      us-nyc-wg-502 
 🇺🇸    USA             New York, NY        10.124.0.76   146.70.165.194   2a0d:5600:24:2b9::f001                10     3076      ❌     M247           ✔️      us-nyc-wg-503 
 🇺🇸    USA             New York, NY        10.124.0.87   146.70.166.130   2a0d:5600:24:2c2::f001                10     3087      ❌     M247           ✔️      us-nyc-wg-504 
 🇺🇸    USA             New York, NY        10.124.0.90   146.70.166.194   2a0d:5600:24:2c3::f001                10     3090      ❌     M247           ✔️      us-nyc-wg-505 
 🇺🇸    USA             New York, NY        10.124.0.213  146.70.165.66    2a0d:5600:24:2b7::f001                10     3213      ❌     M247           ✔️      us-nyc-wg-506 
 🇺🇸    USA             New York, NY        10.124.0.167  146.70.185.2     2a0d:5600:24:136a::f001               10     3167      ❌     M247           ✔️      us-nyc-wg-601 
 🇺🇸    USA             New York, NY        10.124.0.187  146.70.168.130   2a0d:5600:24:1378::f001               10     3187      ❌     M247           ✔️      us-nyc-wg-602 
 🇺🇸    USA             New York, NY        10.124.1.45   146.70.168.66    2a0d:5600:24:1377::f001               10     3299      ❌     M247           ✔️      us-nyc-wg-603 
 🇺🇸    USA             New York, NY        10.124.1.46   146.70.171.66    2a0d:5600:24:1372::f001               10     3300      ❌     M247           ✔️      us-nyc-wg-604 
 🇺🇸    USA             New York, NY        10.124.1.47   146.70.171.130   2a0d:5600:24:1374::f001               10     3301      ❌     M247           ✔️      us-nyc-wg-605 
 🇺🇸    USA             New York, NY        10.124.0.235  146.70.168.194   2a0d:5600:24:1379::f001               10     3235      ❌     M247           ✔️      us-nyc-wg-606 
 🇺🇸    USA             New York, NY        10.124.0.131  23.162.8.3       2602:fa1f:1::f001                     10     3131      ❌     xtom           ✔️      us-nyc-wg-701 
 🇺🇸    USA             New York, NY        10.124.0.132  23.162.8.67      2602:fa1f:1::f033                     10     3132      ❌     xtom           ✔️      us-nyc-wg-702 
 🇺🇸    USA             New York, NY        10.124.0.133  23.162.8.130     2602:fa1f:3::f001                     10     3133      ❌     xtom           ✔️      us-nyc-wg-703 
 🇺🇸    USA             Phoenix, AZ         10.124.0.34   198.54.133.98    2607:9000:7000:14::103f               10     3034      ❌     Tzulo          ✔️      us-phx-wg-101 
 🇺🇸    USA             Phoenix, AZ         10.124.0.31   198.54.133.130   2607:9000:7000:15::b89f               10     3031      ❌     Tzulo          ✔️      us-phx-wg-102 
 🇺🇸    USA             Phoenix, AZ         10.124.0.32   198.54.133.162   2607:9000:7000:16::f001               10     3032      ❌     Tzulo          ✔️      us-phx-wg-103 
 🇺🇸    USA             Ashburn, VA         10.124.1.186  198.54.135.34    2607:9000:9000:12::b46f               10     3440      ❌     Tzulo          ✔️      us-qas-wg-001 
 🇺🇸    USA             Ashburn, VA         10.124.1.187  198.54.135.66    2607:9000:9000:13::b47f               10     3441      ❌     Tzulo          ✔️      us-qas-wg-002 
 🇺🇸    USA             Ashburn, VA         10.124.1.188  198.54.135.98    2607:9000:9000:14::b48f               10     3442      ❌     Tzulo          ✔️      us-qas-wg-003 
 🇺🇸    USA             Ashburn, VA         10.124.1.189  198.54.135.130   2607:9000:9000:15::b49f               10     3443      ❌     Tzulo          ✔️      us-qas-wg-004 
 🇺🇸    USA             Ashburn, VA         10.124.2.22   185.156.46.130   2a02:6ea0:e206:1::a01f                10     3530      ❌     DataPacket     ✔️      us-qas-wg-101 
 🇺🇸    USA             Ashburn, VA         10.124.2.23   185.156.46.143   2a02:6ea0:e206:2::a02f                10     3531      ❌     DataPacket     ✔️      us-qas-wg-102 
 🇺🇸    USA             Ashburn, VA         10.124.2.24   185.156.46.156   2a02:6ea0:e206:3::a03f                10     3532      ❌     DataPacket     ✔️      us-qas-wg-103 
 🇺🇸    USA             Raleigh, NC         10.124.1.41   23.234.76.2      2607:9000:4000:31::f001               10     3295      ❌     Tzulo          ✔️      us-rag-wg-201 
 🇺🇸    USA             Raleigh, NC         10.124.1.42   23.234.76.127    2607:9000:4000:32::f001               10     3296      ❌     Tzulo          ✔️      us-rag-wg-202 
 🇺🇸    USA             Raleigh, NC         10.124.1.43   23.234.77.2      2607:9000:4000:33::f001               10     3297      ❌     Tzulo          ✔️      us-rag-wg-203 
 🇺🇸    USA             Raleigh, NC         10.124.1.44   23.234.77.127    2607:9000:4000:34::f001               10     3298      ❌     Tzulo          ✔️      us-rag-wg-204 
 🇺🇸    USA             Raleigh, NC         10.124.1.96   23.234.78.2      2607:9000:4000:35::f001               10     3350      ❌     Tzulo          ✔️      us-rag-wg-205 
 🇺🇸    USA             Raleigh, NC         10.124.1.97   23.234.78.127    2607:9000:4000:36::f001               10     3351      ❌     Tzulo          ✔️      us-rag-wg-206 
 🇺🇸    USA             Raleigh, NC         10.124.1.98   23.234.79.2      2607:9000:4000:37::f001               10     3352      ❌     Tzulo          ✔️      us-rag-wg-207 
 🇺🇸    USA             Raleigh, NC         10.124.1.99   23.234.79.127    2607:9000:4000:38::f001               10     3353      ❌     Tzulo          ✔️      us-rag-wg-208 
 🇺🇸    USA             Seattle, WA         10.124.1.229  138.199.43.91    2a02:6ea0:d80b:3::b75f                10     3483      ❌     DataPacket     ✔️      us-sea-wg-001 
 🇺🇸    USA             Seattle, WA         10.124.1.228  138.199.43.78    2a02:6ea0:d80b:2::f001                10     3482      ❌     DataPacket     ✔️      us-sea-wg-002 
 🇺🇸    USA             Seattle, WA         10.124.1.227  138.199.43.65    2a02:6ea0:d80b:1::b73f                10     3481      ❌     DataPacket     ✔️      us-sea-wg-003 
 🇺🇸    USA             Seattle, WA         10.124.0.1    198.54.131.130   2607:9000:5000:15::b77f               10     3001      ❌     Tzulo          ✔️      us-sea-wg-101 
 🇺🇸    USA             Seattle, WA         10.124.0.3    198.54.131.162   2607:9000:5000:16::b78f               10     3003      ❌     Tzulo          ✔️      us-sea-wg-102 
 🇺🇸    USA             Seattle, WA         10.124.0.5    198.54.131.98    2607:9000:5000:14::b03f               10     3005      ❌     Tzulo          ✔️      us-sea-wg-103 
 🇺🇸    USA             Seattle, WA         10.124.0.164  104.129.57.66    2607:fcd0:cd00:a00::b27f              10     3164      ❌     Quadranet      ✔️      us-sea-wg-301 
 🇺🇸    USA             Seattle, WA         10.124.0.158  173.205.93.2     2607:fcd0:cd00:a01::b28f              10     3158      ❌     Quadranet      ✔️      us-sea-wg-302 
 🇺🇸    USA             Seattle, WA         10.124.1.100  23.234.80.2      2607:9000:5000:31::f001               10     3354      ❌     Tzulo          ✔️      us-sea-wg-401 
 🇺🇸    USA             Seattle, WA         10.124.1.101  23.234.80.127    2607:9000:5000:32::f001               10     3355      ❌     Tzulo          ✔️      us-sea-wg-402 
 🇺🇸    USA             Seattle, WA         10.124.1.102  23.234.81.2      2607:9000:5000:33::f001               10     3356      ❌     Tzulo          ✔️      us-sea-wg-403 
 🇺🇸    USA             Seattle, WA         10.124.1.103  23.234.81.127    2607:9000:5000:34::f001               10     3357      ❌     Tzulo          ✔️      us-sea-wg-404 
 🇺🇸    USA             Seattle, WA         10.124.1.104  23.234.82.2      2607:9000:5000:35::f001               10     3358      ❌     Tzulo          ✔️      us-sea-wg-405 
 🇺🇸    USA             Seattle, WA         10.124.1.105  23.234.82.127    2607:9000:5000:36::f001               10     3359      ❌     Tzulo          ✔️      us-sea-wg-406 
 🇺🇸    USA             Seattle, WA         10.124.1.106  23.234.83.2      2607:9000:5000:37::f001               10     3360      ❌     Tzulo          ✔️      us-sea-wg-407 
 🇺🇸    USA             Seattle, WA         10.124.1.107  23.234.83.127    2607:9000:5000:38::f001               10     3361      ❌     Tzulo          ✔️      us-sea-wg-408 
 🇺🇸    USA             San Jose, CA        10.124.0.78   198.54.134.98    2607:9000:8000:14::f001               10     3078      ❌     Tzulo          ✔️      us-sjc-wg-001 
 🇺🇸    USA             San Jose, CA        10.124.0.69   198.54.134.130   2607:9000:8000:15::b95f               10     3069      ❌     Tzulo          ✔️      us-sjc-wg-002 
 🇺🇸    USA             San Jose, CA        10.124.0.70   198.54.134.162   2607:9000:8000:16::b96f               10     3070      ❌     Tzulo          ✔️      us-sjc-wg-003 
 🇺🇸    USA             San Jose, CA        10.124.1.209  142.147.89.195   2604:e8c0:7::b66f                     10     3463      ❌     xtom           ✔️      us-sjc-wg-301 
 🇺🇸    USA             San Jose, CA        10.124.1.210  142.147.89.210   2604:e8c0:7::f001                     10     3464      ❌     xtom           ✔️      us-sjc-wg-302 
 🇺🇸    USA             San Jose, CA        10.124.1.211  142.147.89.225   2604:e8c0:7::b68f                     10     3465      ❌     xtom           ✔️      us-sjc-wg-303 
 🇺🇸    USA             San Jose, CA        10.124.1.6    79.127.217.34    2a02:6ea0:e611::f001                  10     3260      ❌     DataPacket     ✔️      us-sjc-wg-401 
 🇺🇸    USA             San Jose, CA        10.124.1.7    79.127.217.47    2a02:6ea0:e611:1::f001                10     3261      ❌     DataPacket     ✔️      us-sjc-wg-402 
 🇺🇸    USA             Salt Lake City, UT  10.124.1.12   69.4.234.9       2607:fc98:0:8a::f301                  10     3266      ❌     100TB          ✔️      us-slc-wg-201 
 🇺🇸    USA             Salt Lake City, UT  10.124.1.13   69.4.234.149     2607:fc98:0:8a::f401                  10     3267      ❌     100TB          ✔️      us-slc-wg-202 
 🇺🇸    USA             Salt Lake City, UT  10.124.1.14   69.4.234.131     2607:fc98:0:8a::f501                  10     3268      ❌     100TB          ✔️      us-slc-wg-203 
 🇺🇸    USA             Salt Lake City, UT  10.124.1.15   69.4.234.10      2607:fc98:0:8a::f601                  10     3269      ❌     100TB          ✔️      us-slc-wg-204 
 🇺🇸    USA             McAllen, TX         10.124.0.250  79.127.222.194   2a02:6ea0:fe00:1::f001                10     3250      ❌     DataPacket     ✔️      us-txc-wg-001 
 🇺🇸    USA             McAllen, TX         10.124.0.251  79.127.222.207   2a02:6ea0:fe00:2::f001                10     3251      ❌     DataPacket     ✔️      us-txc-wg-002 
 🇺🇸    USA             Secaucus, NJ        10.124.1.29   104.223.118.34   2607:fcd0:ccc0:1d03::b38f             10     3283      ❌     Quadranet      ✔️      us-uyk-wg-102 
 🇺🇸    USA             Secaucus, NJ        10.124.1.176  173.205.85.34    2607:fcd0:ccc0:1d05::c41f             10     3430      ❌     Quadranet      ✔️      us-uyk-wg-103 
 🇺🇸    USA             Washington DC       10.124.1.108  185.213.193.3    2604:980:1002:11::f001                10     3362      ❌     Zenlayer       ✔️      us-was-wg-001 
 🇺🇸    USA             Washington DC       10.124.1.109  185.213.193.127  2604:980:1002:11::f101                10     3363      ❌     Zenlayer       ✔️      us-was-wg-002 
 🇿🇦    South Africa    Johannesburg        10.124.2.59   154.47.30.130    2a02:6ea0:f206::f001                  10     3567      ❌     DataPacket     ✔️      za-jnb-wg-001 
 🇿🇦    South Africa    Johannesburg        10.124.2.60   154.47.30.143    2a02:6ea0:f207::f001                  10     3568      ❌     DataPacket     ✔️      za-jnb-wg-002 
